,name,latitude,longitude,population
42499,Norman's Bay,52.9383179,-55.9044914,52
42500,San Jose,10.7433533,121.9438784,62534
42501,West Glacier,48.4963369,-113.9824431,150
42502,Las Pintitas,20.5586273,-103.3059691,26500
42503,Rossosh,50.1961874,39.5764857,62688
42504,La Mesilla,15.6406255,-91.9807734,3196
42505,El Pacayal,15.5982461,-92.0425884,3045
42506,Tierra Blanca,15.8501093,-92.0634516,2218
42507,La Concordia,16.1178232,-92.6907913,7641
42508,Venustiano Carranza,16.338388,-92.5622355,15496
42509,José María Morelos,16.0417822,-91.8311938,2601
42510,Las Delicias,15.9689539,-91.8636982,2121
42511,Socoltenango,16.2447919,-92.3503653,4863
42512,Lázaro Cárdenas,16.1157178,-91.8336887,3699
42513,La Independencia,16.2526741,-92.0251378,3041
42514,Venustiano Carranza,16.1901692,-91.9278157,5081
42515,Shuihu,32.4786131,117.1600476,120000
42516,Paramakkudi,9.5411491,78.5921303,10000
42517,Nuevo México,20.7615269,-103.4394183,42226
42518,Anling,34.0988085,114.1892842,100000
42519,Ixtlahuacán del Río,20.8646718,-103.2396272,6198
42520,Landsmeer,52.4296098,4.9136088,9910
42521,Melchor de Mencos,17.0625846,-89.156067,23813
42522,Cherykaw,53.5697773,31.3804512,8144
42523,Grass Patch,-33.2278148,121.7158352,133
42524,Khatīma,28.9197167,79.9702635,1000
42525,Burgum,53.1954807,5.9871063,10058
42526,Kuala Selangor,3.340688,101.2495699,205257
42527,FishHawk,27.8485589,-82.2343427,14087
42528,Khuthan,25.9862709,82.5729593,2000
42529,Pilkichha,25.9715195,82.5478414,5000
42530,Sesvete,45.8276052,16.1089837,54085
42531,Tiruvuru,17.1132968,80.6107396,18567
42532,Pereiro,-6.046269,-38.4604192,15784
42533,Đồng Đăng,21.9500877,106.6982344,25000
42534,SafiAbad,32.261972,48.4179471,9879
42535,ShamsAbad,32.2978523,48.4295553,10858
42536,Pudimoe,-27.4116449,24.720523,3078
42537,Somaleh,32.198813,48.8587387,1784
42538,Jannat Makan,32.1836847,48.8146563,5360
42539,Sherafat,32.0892117,48.7684968,11757
42540,Siah Mansour,32.3311531,48.4961792,5406
42541,Sanaur,30.3016735,76.4569821,21201
42542,Ordubad,38.9062025,46.0222267,10800
42543,Кировск,48.6414116,38.6478649,29235
42544,ChenJizhen,35.1965223,115.6338852,20000
42545,Arteaga,18.3582847,-102.2910565,10537
42546,Undi,16.5856693,81.4577972,15322
42547,Araklı,40.9385505,40.0563442,47334
42548,Nallajerla,16.9462234,81.4061168,13457
42549,Denduluru,16.7583663,81.1649272,11846
42550,Dr. Ambedkar Nagar,22.5586725,75.7686558,10000
42551,Putten,52.2608751,5.6100469,24428
42552,Zhugou,32.786489,113.727125,28000
42553,Tram Chim,10.670013,105.564687,10167
42554,Sarai,10.8732222,105.4623666,11360
42555,Zimatlán de Álvarez,16.8672761,-96.7849352,10986
42556,Tianhui,30.7636909,104.1134454,50700
42557,Taloda,21.5627715,74.2123371,5000
42558,Ojos Negros,31.9101826,-116.2723568,5192
42559,Pinlaung;ပၢင်လွင်း,20.1230034,96.7821404,115047
42560,Piali,22.388927,88.517281,50000
42561,Pordanjan,32.2537092,50.5976127,8699
42562,Blarney,51.9327019,-8.5679416,5310
42563,Danilovka,50.3519626,44.1205144,4856
42564,Bisalpur,28.2938107,79.8030663,100000
42565,Nea Mesimvria,40.751606,22.7703705,2343
42566,Bajío de San José,21.6755912,-102.115968,4238
42567,Matlapa,21.3367783,-98.8282113,3792
42568,Morodou,10.8390535,-8.6713028,28140
42569,Rushon,37.9457923,71.5591114,5000
42570,Lac du Bonnet,50.2548984,-96.0621364,1328
42571,Aberfeldy,56.6193213,-3.86509,1950
42572,Maleha,25.1355481,55.8834343,4768
42573,Con Dao,8.6832187,106.6063143,8360
42574,Santa Ana Tepetitlán,20.6217723,-103.4555066,23785
42575,Erdu,29.5774994,111.4355604,17928
42576,Yongxing,29.5965243,111.4253364,43120
42577,Hupingshan,29.9375345,110.7785924,32000
42578,Brandon,32.2731475,-89.9868058,21705
42579,Akosombo,6.2697987,0.0508987,15000
42580,Costa Rica,24.5895489,-107.3920441,24874
42581,Lichtenvoorde,51.9890577,6.5716944,12889
42582,Aguaray,-22.2448504,-63.7353213,13507
42583,张氏街道,36.7710781,119.1540849,73500
42584,Dianbu,31.8919291,117.4702001,220000
42585,Gushu,31.5658253,118.4983162,130000
42586,Perico,22.7702551,-81.0187689,12607
42587,Agramonte,22.6751092,-81.1140015,7747
42588,Sinjar,36.3192729,41.8598585,88023
42589,Kalynivka,49.4583688,28.5262638,19335
42590,Sainagar,19.7668121,74.4754386,36000
42591,Zongyang,30.7089429,117.2227353,96058
42592,Xunyu,30.6933655,117.2070883,1000
42593,Jishan,30.9136547,118.3371378,143149
42594,Wanzhi,31.1251738,118.5695504,109000
42595,Wucheng,31.3014614,117.9046063,184729
42596,Chengguan,33.3223864,117.3154572,114014
42597,Chengguan,33.1462963,117.8828117,110000
42598,Corigliano Scalo,39.6265898,16.5119684,15136
42599,Stony Plain,53.5289862,-114.0048731,12000
42600,Gehrden,52.313508,9.6008438,14624
42601,Nyamira,-0.566595,34.9357117,10000
42602,Bogahakumbura,6.8613782,80.8756681,2000
42603,Comalapa,12.2842665,-85.5108866,1077
42604,Xã Chân Lý,20.6066703,106.1019298,10001
42605,Kyrö,60.7029584,22.7553823,1749
42606,Pedralva,-22.2430775,-45.4659842,11467
42607,San Salvador Atenco,19.5521603,-98.9161408,20000
42608,Nossa Senhora do Livramento,-15.7725185,-56.3442904,11592
42609,Wikwemikong,45.8079681,-81.7122055,2500
42610,Los Barrios,36.1853519,-5.4933701,22587
42611,Hamburg,40.5555764,-75.9822929,4289
42612,Alamarvdasht,27.6248362,52.9976097,6000
42613,Panna,24.7196026,80.1860748,60000
42614,Lázaro Cárdenas (Valle de la Trinidad),31.4036935,-115.7291715,4947
42615,Abdanan,32.9897172,47.4223907,23946
42616,Ciudad Coahuila,32.1914312,-114.9989962,6101
42617,La Mitra,8.8424687,-79.7823262,5326
42618,Srivilliputtur,9.5080933,77.6335897,10000
42619,Parola,61.051566,24.3656253,6737
42620,Amstelveen,52.3025582,4.8467875,89321
42621,Penfield,43.1301133,-77.4759588,35494
42622,Bahadurganj,26.2618157,87.8236798,1000
42623,Santa Rosa Beach,30.3466423,-86.2307992,11457
42624,Charter Township of Ypsilanti,42.2033048,-83.608886,53362
42625,Macará,-4.3795699,-79.9431953,15730
42626,Tadoule Lake (Tes-He-Olie Twe),58.7194961,-98.4858764,311
42627,Lac Brochet (Dahlu T'ua),58.6227714,-101.4860344,868
42628,Kasabonika Lake,53.5338547,-88.6078048,850
42629,Naviraí,-23.0622152,-54.2018319,51535
42630,Belle West,6.7181158,-58.2550522,6000
42631,SeaTac,47.4449086,-122.2830842,26909
42632,Roseau,15.2991923,-61.3872868,15000
42633,Chon-Aryk,42.8020131,74.5718042,10221
42634,Belluno,46.1397378,12.2192968,35870
42635,Huai Thap Than,15.052895,104.0277815,3133
42636,Palandöken,39.8869983,41.2705934,168430
42637,ፊንጫዋ / Finchawa,5.3942487,38.2706637,5560
42638,Yeşilyurt,38.3421582,38.2635752,304397
42639,Hoan Kiem,21.0285237,105.8507155,147334
42640,West Yellowstone,44.6632505,-111.101169,1271
42641,Vammala,61.3441735,22.9094429,10243
42642,Pemuco,-36.9767274,-72.0987839,4161
42643,Kavar,29.2003014,52.6926076,31711
42644,Lassan,53.9486928,13.8490767,1515
42645,Alomatuope,5.0597833,-2.94445,20451
42646,Alomatuope,5.0583925,-2.9323563,20451
42647,امبلل,16.6606635,-16.0145759,14129
42648,San Marcos,14.9643813,-91.7943267,11973
42649,Oudtshoorn,-33.5902954,22.204206,61507
42650,Kotagala,6.9252739,80.6090552,5000
42651,Pacha Kalay,34.5960708,72.4518403,30000
42652,Leopoldo Sánchez Celis,24.4465656,-107.3761952,3168
42653,Saray,41.4426795,27.9213992,21243
42654,Ortahisar,41.0013246,39.706678,327701
42655,Yaofeng,35.1395826,111.2160577,60000
42656,Aleysk,52.4970221,82.7730755,29249
42657,Sisakht,30.8630661,51.4557071,7855
42658,Villa Elisa,-34.8510614,-58.0873132,19643
42659,Yumin/Sagantogay,46.2006712,82.9803157,22000
42660,兵团一三六团,45.1690736,85.0514745,8388
42661,Xiaoguai,45.1284404,85.045638,1496
42662,Bungoma,0.5705402,34.5603258,60000
42663,Jinlongzhen,45.5813374,84.9953198,15322
42664,Wuwuxinzhen,44.8634053,84.7903884,28487
42665,Wu'erhe,46.1133487,85.6650352,989
42666,兵团一八一团,47.5692007,87.778058,10862
42667,Balibagai,47.5185517,87.7419085,4208
42668,兵团一八三团,47.2619028,88.0884647,7010
42669,兵团一八二团,46.6927982,87.88275,5498
42670,兵团一八七团,47.2735659,87.9828716,5930
42671,兵团一八八团,47.2774965,87.7214529,6453
42672,Ayagoz,47.9649474,80.4301482,38126
42673,Yinhe,48.028705,123.0136168,2000
42674,Yadong,48.5037203,123.7948692,5000
42675,Baoshan,48.5998,124.104,2000
42676,Tengke,48.87246,124.6595331,2000
42677,Guiuan,11.032665,125.7234802,52991
42678,Chtoura,33.8120286,35.8553364,1370
42679,Newton Mearns,55.7726726,-4.3342366,22637
42680,Gu'ertu,44.5527459,83.9127044,10000
42681,Sikeshu,44.3722177,84.2418817,10000
42682,Villa Ojo de Agua,-29.5027227,-63.6950639,15000
42683,Tazeyān-e Zīr,27.2914701,56.153588,4263
42684,Dawa Digati,5.3288382,38.7923498,1264
42685,Kent,41.724646,-73.4770859,2962
42686,Renhe,30.962671,105.5709563,27000
42687,Enhe,50.8206147,119.9092691,2000
42688,Libochovice,50.4061126,14.044564,3506
42689,Barja,33.6448026,35.4330164,35000
42690,Kazimia,-4.5468176,29.1535741,14432
42691,Villa Milpa Alta,19.1919839,-99.0228937,18274
42692,San Miguel Topilejo,19.201305,-99.1416667,34603
42693,San Pablo Oztotepec,19.186317,-99.0730047,15507
42694,San Miguel Ajusco,19.2209074,-99.2047591,29781
42695,Nandali,35.2275223,111.2890938,18000
42696,San Quintín,30.5613719,-115.9381624,4225
42697,Gassire قسيري,12.2659801,21.4600325,8188
42698,Súria,41.8328065,1.7526606,5735
42699,Katenga,-4.3141107,29.1574466,2991
42700,Sultanbeyli,40.9680869,29.2587886,324709
42701,Çekmeköy,41.04021,29.1750588,239611
42702,Новоорск,51.3812897,58.9857207,11295
42703,Liběchov,50.4078364,14.4467459,1073
42704,Santiago Tlacotepec,19.2261185,-99.6708509,15853
42705,Potrerillos,-32.9607917,-69.1974467,292
42706,Gerba,5.778828,38.2708215,7425
42707,Tore,5.9383546,38.1565518,3405
42708,Varennes,45.6834691,-73.4362737,20500
42709,Enna,37.5667573,14.2807473,26638
42710,Banks,45.6185986,-123.1143011,1987
42711,Moreh,24.2481189,94.3028748,15000
42712,Centralidade do Kuito,-12.4370452,16.9244986,2500
42713,بئر الحفي,34.932087,9.1960034,10000
42714,Taibao,46.7313149,131.2352587,11637
42715,Lweki,-3.3972355,25.8395755,3466
42716,Cottage Lake,47.7397479,-122.0788134,22494
42717,Union Hill-Novelty Hill,47.6792585,-122.0277216,18805
42718,Kettwig,51.3630316,6.9390184,17493
42719,Alungu,-4.0120164,25.9018242,2322
42720,Lokenie,-4.0786638,25.9133309,3080
42721,Hpa Lar Kya,20.0450519,93.4397661,2300
42722,Santo Domingo Tehuantepec,16.3171903,-95.2467791,42082
42723,Caridad,13.8275315,-87.692492,3961
42724,Kuju,23.7189151,85.5115085,21350
42725,Myronivka,49.6583412,30.9824887,11999
42726,Rayadurg,14.7006174,76.8495095,61749
42727,Waisai,-0.4210816,130.822953,8242
42728,Araltobe,46.5191266,90.2174521,9830
42729,Arda,47.1322975,87.5070852,2701
42730,Kalabulegen,46.4089363,88.6906743,5261
42731,Qarjaw,47.1930662,86.3989628,5075
42732,Kizileksi,46.1686195,89.9282027,11077
42733,Jetaral,47.097701,87.445362,10427
42734,Ertay,46.056536,90.151245,5138
42735,Tost,47.2735276,86.1296126,4524
42736,兵团农九师一六四团,46.8426695,82.9465573,5825
42737,Ierapetra,35.0081272,25.7389817,23707
42738,Poso,-1.3948289,120.7539369,40300
42739,Arni,12.6677023,79.2852831,10000
42740,Kalambur,12.6325128,79.219746,5000
42741,Bay Village,41.4849875,-81.920832,15651
42742,Avon Lake,41.510033,-82.0185895,22581
42743,Avon,41.4516512,-82.0350598,16455
42744,Nicolet,46.2273284,-72.6191889,7828
42745,Wu'erqihan,49.5655563,121.3791096,35179
42746,Sanhe,50.4519369,120.101198,9999
42747,Baorixile,49.3461305,119.7904586,16968
42748,Shangkuli,50.2557002,120.4577895,6708
42749,Normin,49.1942661,123.7317834,2000
42750,Tawen Aobao,49.0572,124.113,2000
42751,Kaikukang,53.1298692,124.8134937,1844
42752,Et Taibeh,33.2749784,35.5205286,3000
42753,Dien Ban,15.8848033,108.2517836,235013
42754,Taki,22.5859414,88.9267299,38000
42755,Rengat,-0.3776737,102.5420093,49000
42756,Taabo,6.2646728,-5.0727968,40000
42757,Kirs,59.3398971,52.2418232,9639
42758,Harir,36.5518438,44.354093,21955
42759,Menonita Rivas Palacio,-18.1656368,-62.9848263,5152
42760,Nalus,36.9835017,45.1431549,2938
42761,San José de Jáchal,-30.2416005,-68.7465881,21484
42762,Alderetes,-26.8132129,-65.1411367,72000
42763,Villa Carmela,-26.7704415,-65.275097,14728
42764,Harur,12.0592667,78.478079,10000
42765,Agrovila Café Sem Troco,-15.9423993,-47.6010779,10000
42766,Peqin,41.0461304,19.7494517,8000
42767,Prrenjas,41.0712276,20.5485577,5367
42768,Holmivskyi,48.4043865,38.0884035,7127
42769,Carigara,11.3017878,124.6892527,54094
42770,Aranthangi,10.1686451,78.9927909,40814
42771,Kyaung Kone,17.0905991,95.1837311,163035
42772,Jaora,23.6379392,75.1281756,10000
42773,دارەتوو,36.1194232,44.0641886,60000
42774,کەسنەزان,36.2013702,44.141239,25000
42775,Malia,35.2826677,25.462921,6212
42776,Darreh Shahr,33.1385109,47.3753599,24961
42777,San Rafael de Laya,9.5762413,-65.6346949,3000
42778,Borsad,22.4094019,72.905252,10000
42779,Javadabad,35.2110306,51.6725017,4844
42780,سگزآباد,35.7739115,49.9362308,5492
42781,Santa Lucía,22.6667101,-83.9668147,9014
42782,Kara-Balta,42.8023631,73.8526559,47000
42783,Tuburan,6.6069678,122.1925306,20207
42784,Qaraoun,33.563097,35.7204208,7000
42785,Aregue,10.2399757,-70.0339392,2368
42786,Banket,-17.3873576,30.392518,9641
42787,Garmdarreh,35.7553861,51.0686177,22726
42788,Kuhsar,35.9627157,50.7920955,10940
42789,Javan Qaleh,37.4969626,45.9735062,700
42790,Ammon,43.4772265,-111.9697567,15252
42791,Keeramangalam,10.2858694,79.0995884,9357
42792,Alangudi,10.3603703,78.9778724,12367
42793,Primo Tapia,32.222503,-116.9125163,6466
42794,Rodolfo Sánchez Taboada (Maneadero),31.7210939,-116.5709666,33737
42795,El Sauzal,31.8932996,-116.6912627,8760
42796,La Rumorosa,32.5245569,-116.0568687,4214
42797,Ciudad Morelos,32.3434287,-117.011406,2958
42798,Salemata,12.6321326,-12.8178662,5000
42799,Mazabuka,-15.8584807,27.7613139,203219
42800,Agios Nikolaos,35.1905899,25.7175216,19462
42801,Ciudad Altamirano,18.3584543,-100.6681865,25168
42802,Old Road Town,17.3229293,-62.8033825,1647
42803,Medicine Park,34.7274797,-98.5013644,366
42804,Ocuilapa,16.8553683,-93.4111157,3921
42805,Copoya,16.7115803,-93.1193849,8160
42806,El Jobo,16.7022657,-93.1043273,4632
42807,Raubling,47.7892574,12.1100042,11000
42808,Govindgarh,26.4527513,74.3829453,11700
42809,Babai,27.8868948,75.7623196,10600
42810,Tiverton,41.6257406,-71.166333,15780
42811,Sethiathoppu,11.4362875,79.5423084,15000
42812,Kirriemuir,56.6731057,-3.0043927,6060
42813,Santa Cruz,32.6862132,-16.790942,6952
42814,Slate Falls,51.1498032,-91.6183735,186
42815,Viralimalai,10.6022657,78.5470947,10883
42816,Arbroath,56.5586729,-2.5815669,23860
42817,Maliq,40.7086433,20.6996182,5696
42818,Frontera Hidalgo,14.7780534,-92.1765677,3519
42819,Vazvan,33.4158478,51.1820934,4661
42820,Rijen,51.5900496,4.9184482,16770
42821,Victoriaville,46.0573705,-71.9536674,47516
42822,Sawa,24.758601,74.5782851,11900
42823,Brechin,56.7314911,-2.6600067,7400
42824,Oak Bay,48.4261126,-123.3170727,18015
42825,Port Hardy,50.7244402,-127.4976081,4008
42826,Port McNeill,50.5893452,-127.0839027,2505
42827,Kahriz Sang,32.627575,51.4805174,8267
42828,Pollachi,10.6588234,77.00873,100000
42829,Tepexpan,19.614402,-98.9360188,102667
42830,Këlcyrë,40.3135075,20.1922837,3101
42831,Chiautla,19.5488385,-98.8816593,9839
42832,چویبده,30.1818106,48.5825118,7906
42833,حمزه,32.3918951,48.5790869,6091
42834,میداود,31.3754759,49.8175771,3513
42835,چغامیش,32.209337,48.5462613,2013
42836,سالند,32.4967988,48.8341935,2560
42837,Jauja,-11.7751615,-75.5000068,30000
42838,Atlautla,19.0286542,-98.7800391,10967
42839,Lixin,45.2384855,130.9265451,50000
42840,Barrio del Cristo,39.4763671,-0.4604621,6700
42841,Krasnaya Polyana,43.6779574,40.2069574,4772
42842,Santa Josefa,7.9835703,126.0267362,26729
42843,Pio Duran,13.0296985,123.4431423,46693
42844,Naval,11.56179,124.3965267,54692
42845,Kapatagan,7.5003296,124.1943761,15521
42846,Burauen,10.9752321,124.8928546,52732
42847,San Miguel Coatlinchán,19.4512695,-98.8729229,22619
42848,Grand Rapids Charter Township,42.9987902,-85.5900751,16661
42849,Manchester,38.5925305,-90.5107453,18146
42850,Cannon Township,43.0862583,-85.50023,13336
42851,Plainfield Charter Township,43.0645327,-85.6092338,30952
42852,Pamplona,9.4723485,123.1190485,37596
42853,Bautista,15.8104339,120.4761471,32307
42854,Talalora,11.5309574,124.835473,8057
42855,Limasawa,9.9251181,125.0740924,6061
42856,Godod,8.0018643,122.8440746,17424
42857,Tigbao,7.8210479,123.227385,20979
42858,Des Peres,38.6049811,-90.4426837,8373
42859,Iluppur,10.5136995,78.6215544,14127
42860,Kota,22.2959163,82.0239472,1000
42861,Lormi,22.2715391,81.7022592,1000
42862,Hilongos,10.3725124,124.7488064,63431
42863,Bokod,16.4908636,120.8298308,13756
42864,San Juan Cerano,20.1084666,-101.3868716,7976
42865,Pesalai,9.0848413,79.8208927,10000
42866,Rakonje,43.0208838,19.7339961,2291
42867,Maocaojie,29.0671579,112.320047,18337
42868,Rinteln,52.1873798,9.0804584,25187
42869,Carmen del Paraná,-27.2209064,-56.1479269,8700
42870,Welioya,8.9674251,80.7813763,2000
42871,Texcoco de Mora,19.5144327,-98.8821254,105165
42872,Sandaoling,43.1538921,92.6747205,30513
42873,Shahedshahr,35.5735353,51.0868332,25544
42874,Gratwein-Straßengel,47.1231264,15.3304611,13000
42875,Santander Jiménez,24.2169169,-98.483929,5504
42876,Balas Puerto,-5.831621,-76.5598614,17436
42877,Cajazeiras,-6.8897849,-38.5570389,57627
42878,Laktaši,44.908414,17.3048615,5879
42879,Dillsboro,35.3700615,-83.2506638,205
42880,Eghlid,30.8925778,52.688496,44341
42881,Montemor-o-Novo,38.6481777,-8.2115858,8681
42882,Damián Carmona,22.0973278,-99.2913742,2131
42883,Fort Qu'Appelle,50.7719106,-103.7958877,1919
42884,العسيرات,26.3961227,31.8215201,80000
42885,Nasimshahr,35.5613083,51.164113,200393
42886,Kenkiyak,48.6074723,57.113878,4954
42887,Julián Grajales,16.4864194,-92.968669,2394
42888,Jambusar,22.0514367,72.8069758,10000
42889,Dooni,25.8717304,75.6000352,11300
42890,婦中町,36.6612902,137.1601102,35749
42891,Peculiar,38.7145481,-94.4611204,4979
42892,Harrisonville,38.655124,-94.3471072,10042
42893,Gogunda,24.757712,73.5293497,8800
42894,Boğazlıyan,39.191259,35.2462844,16369
42895,Danta,27.2936702,75.1908374,15500
42896,Gaofu,27.7825846,117.0587468,11841
42897,Somandepalli,14.0097676,77.6068462,18895
42898,Parigi,13.8929109,77.4597609,12614
42899,Dampier,-20.6624798,116.7119013,1341
42900,Salavan,15.7172058,106.4230585,5521
42901,Claycomo,39.1977626,-94.5037902,1471
42902,Bassi,25.0130266,74.7683895,11700
42903,Sri Mahaveer Ji,26.6969573,76.910584,6000
42904,Catazajá,17.7235919,-92.0122065,2973
42905,Granville Lake,56.2318842,-100.5709481,98
42906,Norseman,-32.1926471,121.7808616,963
42907,North Kansas City,39.1432057,-94.5733988,4376
42908,Pleasant Valley,39.212355,-94.4818921,3067
42909,Ribnica,43.6913511,20.6986927,1624
42910,Boquerón,8.5096158,-82.5727493,3881
42911,Bunschoten-Spakenburg,52.2452013,5.3731599,20175
42912,Khomeyni Shahr,32.6938201,51.5254892,247128
42913,Itapejara d'Oeste,-25.9651274,-52.8149217,11685
42914,Tagundaing,16.0677114,97.9102012,4994
42915,Bina Etawa,24.1845573,78.2057851,5000
42916,Malgobek,43.5127189,44.5869588,36870
42917,South Fulton,33.5902659,-84.6712292,95000
42918,Springdale,49.5008817,-56.072431,2971
42919,Mount Pocono,41.1220987,-75.3646997,3001
42920,اشکنان,27.2218581,53.6163045,9115
42921,စိန္လံု,24.2475491,97.5038929,500
42922,Narsinghgarh,23.709099,77.088747,5000
42923,Nana,24.9224029,73.1360721,10300
42924,Krapina,46.1628028,15.8711133,12950
42925,Ratlam,23.3311044,75.0360846,100000
42926,Kortrijk,50.8276429,3.2659884,73941
42927,Tuni,17.3614675,82.5467956,53425
42928,Eurajoki,61.2018184,21.7296943,5886
42929,Mandapeta,16.8634704,81.9300945,56063
42930,Narsinghpur,22.9467047,79.1980228,10000
42931,Heerde,52.3896323,6.0393181,11585
42932,Gabia Grande,37.1365244,-3.6694292,14058
42933,Steele Creek,35.1145563,-81.0236966,52014
42934,Belleterre,47.3905166,-78.7042972,300
42935,Eenhana,-17.4757612,16.3368249,5528
42936,Rio Communities,34.6459737,-106.7169165,4653
42937,Qeshm,26.9503253,56.2690869,40678
42938,Kapsi,20.0907444,80.6770786,4179
42939,Caldeirão Grande do Piauí,-7.3310393,-40.6374433,5784
42940,Columbus,45.2651162,-93.0500469,4532
42941,Gibara,21.110075,-76.1272646,16121
42942,Punang,4.8904506,115.3499662,8000
42943,Adrogué,-34.7973853,-58.3885508,28265
42944,النبهانيه,25.8608592,43.0667133,35000
42945,Ashkezar,32.000526,54.2071804,19123
42946,Hamidiya,31.8254158,54.3936551,51793
42947,Rossano Scalo,39.599538,16.6329574,23824
42948,Nagari,13.3208103,79.585197,62253
42949,Nagalapuram,13.3877096,79.7963351,11166
42950,Pudukkottai (North),10.3969033,78.8151884,26116
42951,Nellimarla,18.162553,83.4473402,20498
42952,Joub Jannine,33.6266499,35.7838352,120000
42953,外砂镇,23.4436178,116.7501964,78000
42954,Samote,33.3410071,73.4956803,25000
42955,新溪镇,23.398384,116.7694195,67000
42956,Zhuchi,23.3697201,116.7342662,70000
42957,Xinjin,23.3813914,116.7308595,42000
42958,Outing,23.4175737,116.7128671,43000
42959,Umm al Dawm,22.6277098,41.3537857,6853
42960,Новый Кяхулай,42.9375179,47.5224153,10146
42961,Nan'gang,31.8542451,117.0942413,12000
42962,Bhimber,32.9739689,74.0736385,461000
42963,Khui Ratta,33.3534145,74.0263276,100000
42964,Peralta,34.837038,-106.6908587,3565
42965,Saoner,21.3847093,78.9188075,32500
42966,Chía,4.8612976,-74.0599286,129652
42967,Hitianau,-16.70296,-145.355958,246
42968,Tupana,-16.1324985,-146.3328588,226
42969,Rotoava,-16.0563818,-145.6185919,837
42970,Marutea Sud,-21.4828324,-135.6386662,245
42971,San Pablo Viejo,8.4433659,-82.4785889,10088
42972,مرگنلر,39.1489451,44.9523404,2294
42973,Hepu,23.2801442,116.6520862,35653
42974,البتراء,25.9415258,42.9456963,35000
42975,Chipping Barnet,51.65309,-0.2002261,111973
42976,Kottavalasa,17.8958429,83.1837095,6079
42977,Victoria ⴼⵉⵛⵜⵓⵔⵉⴰ فكتوريا,33.4181692,-7.6726284,10000
42978,Pedro Betancourt,22.72636,-81.2926484,13949
42979,Mohajeran,34.0494861,49.4316734,11109
42980,البتراء,25.9372609,42.9487693,35000
42981,Tada,13.5895957,80.0328514,4220
42982,Emmeloord,52.7091058,5.7477459,25700
42983,Dronten,52.5236608,5.7160381,28086
42984,Sativanorte,6.1319156,-72.7076031,2880
42985,Qusay`ir,14.937778,50.337222,6647
42986,Ad Dis ash Sharqiyah,14.9107317,49.9941294,13534
42987,Waterford,41.358659,-72.1519367,19517
42988,Rada`,14.4160366,44.8413201,49419
42989,Al Beidha,13.9890025,45.5730877,29059
42990,Stiens,53.2607534,5.7642074,7545
42991,Dekai,-4.8628496,139.4855571,10000
42992,Crooks,43.6592661,-96.8097577,1269
42993,Tipacoque,6.4212152,-72.6913888,5000
42994,Георгиевск,44.1478944,43.4741718,67714
42995,Rodolfo Aguilar Delgado,8.339164,-82.8214552,15544
42996,Rhenen,51.9608761,5.5722196,19871
42997,Villa Pehuenia,-38.8812451,-71.173937,1611
42998,Aadloun,33.4042114,35.2739243,5770
42999,Biak Kota,-1.1836086,136.0816321,41731
43000,Waghete Tigi,-4.0463733,136.2789031,14522
43001,Fakfak,-2.9298174,132.2961612,12566
43002,Trachoni,34.6585518,32.9608575,3952
43003,Chengguan,34.0696045,114.8379158,93000
43004,Kalvanaq,38.1035391,46.9922274,7465
43005,Sierra Grande,-41.605351,-65.3568775,7404
43006,Poltavskaya,45.366794,38.2115057,26490
43007,White Rock,49.0235357,-122.7979246,19952
43008,King of Prussia,40.0908111,-75.3832484,19936
43009,Kollum,53.279805,6.148734,5529
43010,Pati,-6.7534144,111.0399982,102873
43011,Wabag,-5.491944,143.721667,4072
43012,San Juan Nonualco,13.5064179,-88.8975942,17256
43013,Waterford Township,42.6706391,-83.3896241,71707
43014,Beaufort,34.7180601,-76.6591587,4199
43015,Bugába,8.4867469,-82.6200045,3263
43016,Vayk,39.6939049,45.4565871,5877
43017,San Pablo Huixtepec,16.8196711,-96.7821359,8786
43018,Habra,22.8446679,88.6618466,304584
43019,Gã-Mamudo,12.2713222,-14.7265085,605
43020,Cuntuba,12.2280281,-14.7080447,2034
43021,Mariental,-24.6246442,17.9626696,12478
43022,Songa,-3.8631659,29.7209204,51831
43023,Kouhbanan,31.4100681,56.2825998,10761
43024,Bukit Payong,5.2334767,103.101119,26790
43025,Manoujan,27.4014947,57.4949725,15634
43026,Roma,26.4070669,-99.0055462,9765
43027,Kalokhori,40.6410914,22.8568296,4672
43028,Palam,19.0101426,76.9516847,14286
43029,Zlatar,46.0927547,16.0773351,2906
43030,برف انبار,33.0022943,50.1956911,5382
43031,La Concepción,8.5189164,-82.623702,17698
43032,Volcán,8.7737144,-82.6369261,10286
43033,Jala,21.1031191,-104.4368432,5586
43034,Mayaya,-15.4113617,-67.6103691,959
43035,Meekatharra,-26.5925631,118.4957043,573
43036,Huajicori,22.6400064,-105.3199569,3004
43037,Ahuacatlán,21.0525489,-104.4842116,6754
43038,Monterrey (Batáquez),32.5490629,-115.0699215,1121
43039,Richelieu,45.4418993,-73.2500193,5236
43040,Khordha,20.1727724,85.6138614,46205
43041,Guéckédou,8.5616492,-10.1328278,290611
43042,Schwanau,48.3629138,7.7636557,7036
43043,El Triunfo,16.2021014,-91.8593759,5478
43044,Portovelo,-3.7154781,-79.6167189,12200
43045,Balangir,20.7041466,83.4902894,50000
43046,Al Qoubaiyat,34.568685,36.2803399,32000
43047,Pontinia,41.4084557,13.0443366,14920
43048,Rockville Centre,40.6574186,-73.6450664,24029
43049,Rothenfels,49.8912549,9.5919615,1008
